id,Duration (in seconds),Q1.2,Q2.1,Q2.2,Q2.3,F4_1,F4_2,F4_3,F4_4,F4_5,Q2.5,Q3.1_1,Q3.1_2,Q3.1_3,Q3.1_4,Q3.1_5,Q3.1_6,Q3.1_7,Q3.1_8,Q3.1_9,Q3.1_10,Q3.1_11,Q3.1_12,Q3.1_13,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.2_6,Q3.2_7,Q3.2_8,Q3.2_9,Q3.3,Q4.1,Q4.1_11_TEXT,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.2_6,Q4.2_7,Q4.2_8,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.3_6,Q4.3_7,Q4.3_8,Q4.3_9,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.4_6,Q4.4_7,Q4.4_8,Q4.4_9,Q4.4_10,Q4.4_11,Q4.4_12,Q4.4_13,Q4.4_14,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.6_6,Q4.6_7,Q4.6_8,Q4.6_9,Q4.6_10,Q4.6_11,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q4.9_1,Q4.9_2,Q4.9_3,Q4.9_4,Q4.9_5,Q4.9_6,Q4.9_7,Q4.9_8,Q4.9_9,Q4.9_10,Q4.9_11,Q4.10_1,Q4.10_2,Q4.10_3,Q4.10_4,Q4.10_5,Q4.10_6,Q4.11_1,Q4.11_2,Q4.11_3,Q4.11_4,Q4.11_5,Q4.11_6,Q4.11_7,Q4.11_8,Q4.11_9,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q5.1_8,Q5.1_9,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.2_5,Q5.2_6,Q5.2_7,Q5.2_8,Q5.2_9,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.3_5,Q5.3_6,Q5.3_7,Q5.3_8,Q5.3_9,Q9.1,sex,age,pref
1536,835,1,4,9,5,0,0,0,0,0,1,3,2,1,3,3,2,3,2,3,1,2,1,3,,,,,,,1,,,,5,,7,,,2,5,,,,3,1,2,4,4,2,4,4,4,61,50,50,79,50,50,50,80,16,80,40,63,61,50,4,4,4,4,4,4,4,3,6,5,5,5,6,4,5,6,4,2,4,6,5,4,5,4,4,4,5,4,4,4,4,6,6,5,6,6,5,6,6,4,3,6,6,3,3,2,4,3,2,,,,,,,,,,1,3,2,1,2,1,2,2,1,,,,,,,,,,1,2,22,27
1537,964,1,2,1,6,0,0,0,0,0,1,1,2,3,3,1,3,2,2,1,3,2,2,3,1,,,,,,1,,,1,1,,3,8,,,,8,,,4,1,1,1,3,4,1,1,4,71,0,0,0,0,0,0,31,73,74,,67,66,68,2,4,3,2,5,2,5,2,3,5,2,5,5,5,4,88,3,2,1,2,1,3,1,2,4,1,88,88,1,5,1,4,5,2,5,5,5,4,2,3,5,6,6,5,6,4,6,5,6,,,,,,,,,,,,,,,,,,,6,6,2,1,2,5,5,2,1,1,1,47,13
1538,460,1,2,1,7,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,1,99,,,,,,10,,,,1,1,4,2,4,2,2,2,4,,,100,,,,,,,,,,,,3,3,3,4,4,4,3,3,4,4,4,5,3,4,4,3,4,4,4,5,5,7,4,4,4,4,5,3,5,4,4,5,5,4,5,5,5,5,5,6,4,3,88,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,4,3,3,3,2,3,3,3,3,1,1,58,13
1539,433,1,2,8,1,0,0,0,0,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,,,,,,,1,,,,5,,,,,6,,,,,3,3,3,3,3,3,3,3,4,,,64,,,,,,,,,,,,3,4,4,4,3,3,4,4,5,4,4,88,1,88,88,88,88,88,,,,,,4,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,1,2,71,17
1540,748,1,2,8,99,0,0,0,0,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,5,9,7,4,0,10,,,2,2,1,1,1,3,3,3,4,0,19,0,16,0,0,,0,5,65,23,75,55,45,1,2,3,1,2,1,4,1,4,88,88,4,5,3,5,6,3,2,1,1,2,2,2,1,1,2,1,2,1,2,1,4,4,3,4,5,4,4,4,4,2,2,2,1,3,3,3,1,4,,,,,,,,,,4,4,1,2,2,2,2,4,1,,,,,,,,,,1,2,63,8
1541,1213,1,3,10,1,0,0,0,0,0,2,1,1,3,3,2,3,3,2,3,2,3,3,1,,,,,,,,1,,,12,,5,5,0,6,0,3,0,,5,4,3,3,5,3,1,2,4,50,0,0,50,0,29,0,100,0,100,50,50,50,0,5,5,5,5,1,2,5,4,1,4,88,6,6,6,6,6,6,2,3,2,2,2,4,5,4,2,4,2,4,4,5,2,2,2,6,6,6,6,6,6,3,1,5,6,1,1,2,5,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,36,1
1542,722,1,4,6,99,2,0,0,0,0,2,3,1,2,3,3,3,3,3,3,3,3,2,3,1,,,,,,,,,1,12,,5,5,5,5,5,5,5,5,3,4,1,1,2,1,5,5,4,50,50,50,50,50,50,50,,,,,,,,4,4,4,3,3,3,3,3,6,5,5,4,4,4,4,4,3,2,4,7,4,4,4,4,4,3,1,3,3,2,1,6,4,4,4,4,4,4,4,3,4,5,5,4,4,4,5,2,2,,,,,,,,,,2,2,1,2,2,4,2,3,6,,,,,,,,,,1,2,39,38
1543,600,1,4,1,8,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,1,1,3,1,,,,,1,,,,1,4,,3,8,4,4,1,7,4,4,2,4,2,2,2,2,4,2,4,30,50,70,30,50,30,50,,,,,,,,3,3,4,4,4,4,4,4,6,5,4,5,5,5,5,5,5,2,3,5,5,3,2,3,4,4,4,4,4,4,4,6,5,4,5,5,5,5,5,5,5,5,5,4,4,3,5,5,3,,,,,,,,,,2,3,2,2,2,2,2,2,1,,,,,,,,,,1,1,36,13
1544,763,1,4,1,11,0,0,0,0,0,1,3,3,3,3,3,3,3,1,3,2,1,2,3,,,,,,,,1,,,12,,6,8,6,6,3,7,,,3,2,2,1,4,4,3,2,4,50,20,20,60,,30,,45,70,65,50,,,,3,3,3,3,3,3,3,2,5,4,4,4,4,4,5,4,4,2,3,4,5,4,3,5,4,3,3,3,3,3,2,6,4,5,5,4,3,4,4,3,5,6,6,5,6,3,4,3,5,,,,,,,,,,,,,,,,,,,1,2,2,3,2,4,2,4,2,1,1,27,13
1545,880,1,4,1,6,0,0,0,0,0,2,1,2,2,3,3,3,3,3,3,88,3,88,3,,,,,,,,1,,,1,,8,10,5,7,0,9,7,,3,4,5,5,5,3,2,2,4,70,60,30,65,55,55,,40,55,55,60,40,40,40,3,2,4,2,1,4,3,3,5,5,4,4,5,4,6,5,4,2,3,5,5,3,3,3,3,4,2,1,88,3,88,5,5,4,88,88,88,88,88,88,6,5,5,6,6,4,6,6,3,,,,,,,,,,3,5,4,3,2,2,4,3,2,,,,,,,,,,1,1,70,28
1546,2346,1,4,10,3,0,0,0,0,2,1,3,1,1,1,3,1,3,1,1,2,1,1,2,,,,1,,,1,,,,4,,3,10,7,6,0,10,2,7,5,5,2,4,5,5,2,1,4,21,29,100,59,82,14,,80,75,86,15,81,81,,2,2,3,2,6,5,4,3,5,4,3,6,5,4,6,6,6,2,2,5,3,2,1,3,3,2,5,6,5,5,4,6,3,4,6,6,6,6,6,6,3,6,6,5,6,5,5,5,5,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,75,40
1547,654,1,2,1,8,0,0,0,0,0,4,3,3,3,3,3,3,3,3,3,2,3,3,3,,,,,,1,,,,,12,,,,,,,,,,1,2,1,1,1,88,3,4,4,,,,,,,,,,,,,,,2,4,4,3,4,4,4,1,4,3,4,4,4,3,4,5,3,2,,,,,,3,4,4,4,4,4,4,1,4,3,4,88,88,88,88,88,88,88,4,4,3,4,3,88,88,4,,,,,,,,,,,,,,,,,,,2,2,4,2,2,2,3,4,1,1,1,26,7
1548,1750,1,5,9,11,0,0,0,0,0,2,3,3,3,3,3,3,3,2,3,2,3,3,3,,,,,,1,,,,,1,,7,6,3,5,3,4,,0,2,3,2,1,5,3,88,2,4,61,37,8,50,51,10,0,27,55,51,36,30,30,48,5,5,4,3,5,3,3,3,6,5,5,4,4,4,4,4,3,2,3,6,3,5,6,4,4,4,3,4,3,3,2,6,5,5,5,6,5,4,5,4,6,6,6,4,3,4,4,4,3,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,1,2,24,14
1549,2230,1,3,1,4,0,0,0,0,0,1,88,88,88,88,88,88,88,88,88,88,88,88,88,1,,,,,,,,,1,88,,10,,,,,,,,3,3,4,3,3,3,3,5,3,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,3,5,3,4,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,4,4,4,4,4,4,4,3,3,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,1,2,38,13
1550,971,1,2,4,13,0,0,0,0,0,1,1,1,1,3,2,3,3,1,1,3,2,1,3,1,,1,,,1,1,,,1,1,,10,10,5,9,0,8,9,,4,4,2,4,2,4,4,1,4,98,61,0,81,81,76,,0,0,0,90,44,43,71,4,5,5,3,4,6,4,4,6,5,4,4,3,3,5,5,4,2,3,5,3,5,3,4,5,4,4,4,6,5,4,6,4,5,5,5,5,4,4,4,6,6,5,5,6,5,5,6,5,,,,,,,,,,3,2,2,3,2,2,4,3,2,,,,,,,,,,1,1,56,12
1551,1351,1,4,10,3,0,0,0,0,2,1,3,3,1,3,3,3,2,3,3,2,3,3,3,,,,,,,,1,,,2,,,,,,,,,,1,2,1,1,3,1,4,2,4,35,50,44,50,41,28,20,30,29,27,10,7,16,12,3,3,4,3,3,4,2,2,6,5,3,4,4,4,4,4,3,2,5,5,5,5,5,3,3,3,4,3,3,3,2,5,4,3,4,4,3,4,4,3,4,4,5,4,5,3,4,3,2,,,,,,,,,,3,3,2,2,2,3,3,2,2,,,,,,,,,,1,1,79,23
1552,843,1,99,8,9,0,1,1,0,2,1,3,2,2,3,3,3,3,88,88,1,1,3,3,1,,,,,1,1,,,1,12,,,,,,,,,,3,3,3,3,3,3,3,3,4,,,,,,,,,,,,,,,88,4,4,88,88,4,4,88,5,4,88,4,4,3,4,4,3,2,,,,,,3,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,3,4,5,5,3,4,4,4,4,4,,,,,,,,,,2,2,2,2,3,3,3,3,2,,,,,,,,,,1,2,54,27
1553,2124,1,3,1,4,0,0,1,1,0,3,3,2,2,3,3,3,2,2,3,2,1,3,2,,,,,,,,1,,,1,,,,,,,,,,3,3,3,3,3,3,3,3,4,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,5,4,4,6,5,4,5,6,3,2,,7,,,2,4,4,4,3,5,4,3,3,5,5,5,5,6,4,6,6,3,4,6,5,5,4,3,6,6,3,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,3,2,1,1,2,44,11
1554,472,1,1,1,7,0,0,1,0,1,3,2,3,2,3,3,3,2,2,3,2,3,2,3,,,,,,,,,1,,3,,,,,,,6,10,,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,1,1,2,1,1,3,2,4,5,4,2,2,88,1,2,99,99,2,,,,,,1,1,2,1,1,3,1,4,3,2,1,88,2,4,88,2,88,6,5,5,5,4,3,2,1,6,,,,,,,,,,,,,,,,,,,3,3,4,2,2,3,5,1,5,1,1,51,28
1555,535,1,3,8,2,0,0,0,0,0,3,3,3,1,3,3,3,2,1,99,2,1,3,3,,,,,,,,1,,,7,,,,,10,,,,,2,3,2,2,5,4,2,2,4,,,,,,,,,,,,,,,3,3,4,4,88,4,3,3,4,5,88,5,5,5,6,5,4,2,,,,,,88,4,3,4,88,4,3,3,4,4,88,5,5,5,5,5,5,4,5,6,4,4,3,5,4,3,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,1,2,63,23
1556,1696,1,2,10,8,0,0,0,0,3,3,3,3,3,3,3,3,3,3,1,2,3,1,3,,,,,,,1,,,,12,,,9,,,3,8,,,2,1,1,1,1,3,3,2,4,0,0,0,0,0,0,0,50,,,,,,,1,1,2,4,2,2,1,2,5,5,88,2,2,88,2,4,1,2,3,5,4,5,3,1,1,3,4,2,2,2,1,5,4,5,4,4,4,2,2,1,5,4,6,5,5,2,2,4,5,4,3,1,2,1,1,1,2,3,,,,,,,,,,,,,,,,,,,1,1,73,11
1557,585,1,4,1,6,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,1,3,3,1,,,,,,,,,1,1,,8,9,8,2,8,7,7,,2,1,2,2,4,2,2,2,4,72,55,,,,,,80,68,71,,,,,3,3,3,5,3,4,4,3,5,5,4,3,4,4,4,4,3,2,5,5,5,2,5,2,88,4,88,2,88,88,88,4,4,4,4,4,2,4,4,4,4,5,5,3,5,3,4,2,3,2,3,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,27,1
1558,1788,1,3,5,9,0,0,0,2,0,1,3,3,2,3,3,3,2,2,2,1,1,1,88,,,,,,,1,,,,12,,5,8,5,4,10,9,5,5,3,3,3,3,3,3,2,2,4,50,0,50,41,9,8,17,61,63,66,46,45,44,45,88,4,4,88,88,4,4,88,6,4,4,88,88,88,88,88,88,2,5,5,5,5,5,4,4,88,88,88,88,88,88,6,4,88,88,88,88,88,88,88,4,4,4,88,4,88,88,4,88,2,2,2,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,1,2,49,22
1559,58006,1,2,1,3,0,0,0,0,0,99,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,1,,99,,,,,,,,,,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,88,99,99,99,99,99,99,99,99,99,99,99,99,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,1,1,35,23
1560,753,1,4,8,3,1,0,0,0,0,3,3,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,88,,6,10,6,6,4,4,4,6,1,88,1,2,3,3,5,4,4,0,,,,,,,82,91,63,24,23,25,,3,3,4,3,3,3,3,3,5,5,4,5,6,5,6,6,5,2,5,5,5,3,5,2,3,4,3,4,3,4,1,5,4,4,5,5,5,5,5,5,6,6,5,4,6,88,5,5,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,2,27,23
1561,857,1,4,5,99,0,0,1,0,0,1,3,1,1,3,3,3,2,2,3,1,2,2,2,,,,,,1,,,,,1,,5,7,5,5,3,4,5,5,4,2,2,3,4,4,3,3,4,70,50,30,50,50,40,55,80,90,90,50,50,50,50,4,4,4,4,4,4,5,4,6,5,5,4,5,4,4,5,4,2,5,5,5,5,5,4,4,5,4,5,4,5,3,6,5,6,4,5,4,4,5,4,6,6,6,6,5,5,5,4,3,,,,,,,,,,1,1,2,2,1,1,2,1,2,,,,,,,,,,1,1,59,14
1562,1473,1,3,8,10,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,1,3,3,3,,,,,,,,1,,,1,,7,8,2,6,1,7,7,,4,4,2,3,4,3,4,4,4,63,0,0,50,50,50,,40,50,50,,,,,4,4,4,3,4,3,4,4,5,4,4,4,4,4,3,2,3,2,4,3,5,3,3,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,5,5,4,5,4,4,6,3,,,,,,,,,,,,,,,,,,,3,3,2,2,3,2,3,3,2,1,2,50,27
1563,1504,1,2,5,4,0,0,0,0,2,1,3,3,1,3,1,3,3,1,1,1,1,1,3,1,,,,,,,,,1,12,,6,8,8,7,5,7,7,3,5,1,1,1,4,4,2,2,4,70,0,0,31,66,31,0,0,71,71,55,33,58,0,4,4,4,1,2,4,4,3,5,2,4,3,2,4,2,2,2,2,6,6,5,5,5,2,4,4,1,1,3,4,2,5,4,4,2,2,4,2,2,3,5,5,6,5,5,4,5,4,6,4,5,2,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,1,1,61,1
1564,1243,1,2,10,2,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,3,4,2,2,2,3,5,3,4,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,99,99,99,99,99,99,2,,,,,,88,88,88,88,88,88,88,88,5,88,88,88,88,88,88,88,88,5,6,5,5,6,88,88,5,88,,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,2,2,2,1,1,71,11
1565,648,1,2,1,10,0,0,0,0,0,1,3,2,3,3,3,2,3,3,1,3,1,3,3,1,,,,,,,,,1,6,,8,9,4,6,1,5,6,,5,4,2,3,5,3,2,1,4,20,0,0,40,100,20,,0,30,10,50,50,70,30,4,3,4,1,1,88,2,2,5,4,4,1,1,3,5,1,4,2,5,3,3,4,3,3,2,3,1,1,2,2,1,5,5,3,4,4,4,4,4,4,3,4,1,4,4,3,4,4,6,,,,,,,,,,2,4,2,2,5,1,2,1,2,,,,,,,,,,1,1,44,11
1566,752,1,2,1,13,0,0,0,1,0,1,3,3,3,3,3,2,3,3,3,3,3,3,3,1,,,,1,1,,,,1,12,,7,7,7,6,3,6,,,4,2,2,3,2,2,2,2,4,60,60,30,40,,0,,60,40,60,,,,,4,4,5,3,2,4,1,2,5,3,5,2,4,4,3,4,2,2,4,3,3,3,3,4,4,1,3,3,4,1,1,4,1,3,4,5,4,4,5,4,5,5,5,4,5,3,5,5,5,4,5,2,2,2,2,5,2,2,,,,,,,,,,,,,,,,,,,1,1,53,13
1567,1233,1,3,1,4,3,2,0,0,0,1,3,3,3,3,3,3,3,3,3,3,2,2,3,,,,,,,,1,,,9,,,,,,,,,,2,1,1,1,3,2,4,3,4,10,30,30,50,45,30,90,50,50,45,50,50,55,50,1,4,4,3,4,5,4,4,6,4,6,5,5,6,6,6,4,2,4,4,5,5,4,2,4,5,5,5,5,5,5,6,4,6,5,5,4,4,5,4,4,5,6,88,4,4,6,4,6,,,,,,,,,,4,2,3,4,4,3,5,4,3,,,,,,,,,,1,1,47,13
1568,1181,1,2,4,99,0,0,0,1,2,3,3,2,3,3,3,3,3,1,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,88,88,3,3,3,88,5,88,4,,,,,,,,,,,,,,,4,4,88,88,88,88,4,88,5,4,4,88,88,88,88,88,88,2,4,5,5,4,4,88,4,88,88,88,88,88,88,4,4,4,88,88,88,88,88,88,3,5,5,4,4,4,4,4,3,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,3,2,2,1,2,57,42
1569,624,1,4,11,11,0,0,0,0,1,3,3,2,2,3,3,3,3,2,3,2,2,2,3,1,,,,1,,,,,1,1,,5,5,2,2,0,1,1,0,4,2,1,2,2,3,2,2,4,49,24,0,21,12,15,6,50,50,50,50,42,40,37,3,3,3,3,3,3,3,3,6,3,3,4,4,4,4,4,4,2,2,4,2,2,3,4,3,3,4,3,3,3,3,6,3,3,4,4,4,4,4,4,6,5,6,5,5,5,5,5,3,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,1,62,43
1570,2213,1,2,10,3,0,0,0,0,2,1,3,2,2,3,3,2,2,2,3,2,3,2,3,,,,,,1,,,,,4,,3,9,3,7,2,6,6,,2,4,3,3,1,3,1,1,4,30,70,80,50,50,30,,80,80,80,30,70,70,50,4,5,5,5,4,5,5,3,6,6,5,5,4,5,5,5,4,2,6,6,7,6,5,4,5,88,5,5,88,5,88,6,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,2,3,,,,,,,,,,4,2,2,2,2,2,3,2,2,,,,,,,,,,1,1,69,40
1571,1390,1,2,8,8,1,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,3,1,,,,,1,,,,1,3,,,,,,,,,,1,2,2,2,3,2,5,4,4,,,,,,,,82,79,83,,,,,88,3,88,4,88,4,3,88,6,4,4,3,4,3,5,5,3,2,3,3,4,4,3,4,4,3,4,4,4,4,4,6,5,4,4,4,3,4,4,3,4,4,6,3,6,3,4,4,3,,,,,,,,,,4,1,1,2,2,4,2,4,2,,,,,,,,,,1,2,37,33
1572,1265,1,1,4,5,0,0,1,1,0,3,3,2,1,3,3,1,3,2,2,2,2,2,3,,,,,1,,1,,,,9,,5,8,4,1,0,1,3,3,5,2,1,1,4,3,3,1,4,0,10,3,5,9,0,80,100,100,100,50,60,70,80,1,4,4,4,3,1,5,5,6,5,5,5,6,5,6,6,5,2,6,5,5,4,5,1,2,5,5,5,1,5,5,6,5,5,5,4,4,5,5,4,5,6,4,6,6,5,6,4,6,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,47,31
1573,998,1,5,1,4,2,0,0,0,0,1,3,2,1,3,3,3,3,3,3,1,1,3,3,,,,,,,,1,,,12,,,,,,,,,,2,3,2,3,4,4,4,3,4,50,50,20,50,,50,,81,50,80,35,50,50,,4,4,4,4,88,4,4,88,5,5,4,5,5,5,5,5,88,2,3,4,3,,4,3,3,4,4,4,4,4,3,5,5,4,4,4,4,88,88,88,4,4,6,4,4,3,5,4,3,,,,,,,,,,,,,,,,,,,4,2,1,2,3,2,2,2,1,1,2,34,15
1574,430,1,4,5,4,0,0,0,0,0,1,3,2,3,3,3,3,3,2,2,3,3,3,3,1,,,,,,,,,1,12,,,,,,,,,,2,3,3,5,2,2,2,4,4,,,,,,,,,,,,,,,3,3,3,2,3,2,3,3,3,6,4,4,5,4,5,5,3,5,,,,,,3,3,4,4,3,4,3,3,4,2,4,4,4,4,4,5,4,4,3,6,3,3,3,5,3,3,4,4,4,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,1,2,50,13
1575,550,1,4,9,99,0,0,0,0,0,1,3,3,3,3,1,3,3,2,3,3,1,2,3,,,,,,,,1,,,1,,7,6,1,8,0,6,6,9,5,1,1,1,1,2,1,1,4,74,0,0,83,72,66,48,0,65,68,69,10,58,19,4,4,4,1,4,4,2,1,4,4,3,5,5,4,4,5,1,2,5,5,5,5,5,4,4,5,2,4,4,4,1,5,4,3,88,88,88,88,88,88,6,6,6,6,6,6,6,6,4,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,21,4
1576,884,1,4,9,5,0,0,0,0,0,2,2,2,3,3,3,3,2,2,3,3,3,1,3,1,,,,,,,,,1,12,,,,,,,,,,2,2,2,1,4,4,3,2,4,34,,,,,13,,,,,,,,,2,3,4,3,4,5,4,4,5,4,3,4,4,4,4,6,4,2,2,2,4,3,3,3,4,4,3,4,4,4,4,5,4,4,4,4,4,5,6,4,3,3,4,4,4,3,4,88,5,,,,,,,,,,2,3,2,3,1,1,1,2,1,,,,,,,,,,1,2,22,10
1577,441,1,3,7,3,1,1,0,0,0,3,3,88,88,3,3,3,3,88,3,88,88,3,3,,,,,,,,1,,,88,,,,,,,,,,88,88,88,88,88,88,88,88,4,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,1,1,45,13
1578,493,1,4,8,99,0,0,0,0,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,,,,,,,1,,,,12,,5,8,5,5,1,5,5,5,3,4,2,2,3,3,3,3,4,41,50,61,50,50,50,50,77,50,81,44,50,50,50,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,5,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,2,60,13
1579,297,1,4,1,7,0,1,0,0,0,3,3,3,3,3,3,3,2,3,99,3,3,3,3,,,,,,,,1,,,88,,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,1,1,44,23
1580,4499,1,4,8,10,0,0,0,0,3,3,3,3,1,3,3,2,3,1,3,2,3,2,3,1,,,1,,,1,,,1,12,,5,9,2,7,0,6,6,5,5,5,2,2,5,3,1,2,4,60,59,50,71,55,9,,71,80,90,68,38,,,4,5,4,5,5,6,5,3,6,4,5,4,5,5,3,5,6,2,5,5,5,5,5,5,5,2,4,5,4,4,2,6,5,2,3,3,3,3,5,3,6,6,6,6,6,6,6,6,4,,,,,,,,,,,,,,,,,,,4,4,4,4,2,4,2,3,1,1,2,78,34
1581,996,1,4,10,2,0,0,0,0,1,3,3,2,2,3,3,2,2,3,2,3,3,3,3,1,,,,,,,,,1,4,,,,,,,,,,4,1,1,1,4,1,2,2,4,0,60,80,40,40,10,30,60,60,55,30,55,55,55,2,3,88,88,88,88,3,88,6,88,2,88,88,88,88,4,88,2,,4,,5,,1,3,3,3,3,3,3,3,6,3,3,88,88,88,88,88,88,5,6,4,5,4,6,6,4,4,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,71,2
1582,782,1,2,10,1,0,0,0,0,0,3,3,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,,,,,,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,3,4,3,4,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,,,,,,1,1,64,37
1583,813,1,2,1,8,0,0,0,0,0,1,2,3,2,3,3,1,3,2,3,3,3,2,3,,,,,,,1,,,,1,,5,5,2,5,0,5,5,3,3,4,2,2,3,4,2,2,4,94,20,0,71,74,71,38,50,50,50,50,22,50,50,4,4,88,88,4,5,5,88,5,5,5,4,4,4,4,4,4,2,5,6,5,5,5,4,4,88,4,4,88,88,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,3,,,,,,,,,,4,2,2,2,2,2,1,3,3,,,,,,,,,,1,1,60,13
1584,915,1,3,1,8,0,0,0,0,0,3,3,3,2,3,2,3,3,3,2,3,3,2,2,1,,,,,,,,,1,10,,5,8,6,9,2,5,7,10,4,2,2,1,3,2,1,1,4,67,79,18,58,,31,5,9,65,69,70,62,61,25,2,3,4,2,3,4,3,1,5,4,3,3,4,4,5,5,2,2,3,2,4,4,4,1,3,4,2,2,3,1,1,4,4,3,3,4,3,4,4,3,3,4,4,3,4,3,4,4,2,2,2,1,2,1,4,4,2,1,,,,,,,,,,,,,,,,,,,1,1,34,1
